TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.843906	0.025393	0.000000
CCGT	35002.480000	1112.552823	25.000000	8.170000	40.000000	40.000000	0.000000	0.295634	1.000000	0.264208	0.955769	0.048263	7351.600000
CCGT_AMMONIA	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.590000	0.048263	0.000000
IMPORTED_COAL_CENTRAL	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.862792	0.036934	0.000000
LOCAL_COAL_CENTRAL	17137.211760	816.014859	35.000000	12.240000	12.240000	12.240000	0.000000	0.291332	1.000000	0.850864	0.850864	0.036934	4058.784000
BIOMASS_TO_POWER	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.868000	0.036934	0.000000
PV_ROOFTOP	6235.992292	82.201717	25.000000	5.995000	5.995000	5.995000	0.000000	0.029515	1.000000	0.176000	1.000000	0.048263	12478.172850
PV_UTILITY	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.048263	0.000000
PT_POWER_BLOCK	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.048263	0.000000
ST_POWER_BLOCK	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.048263	0.000000
WIND_ONSHORE	7971.111734	204.389725	30.000000	7.591000	7.591000	7.591000	0.000000	0.071136	1.000000	0.335000	1.000000	0.041639	4728.054350
WIND_OFFSHORE	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.041639	0.000000
HYDRO_DAM	36582.247963	182.903558	40.000000	15.000000	15.677000	15.677000	0.000000	0.156121	1.000000	0.356000	1.000000	0.033427	26539.279627
HYDRO_RIVER	22447.077486	104.749941	40.000000	12.800000	12.826000	12.826000	0.000000	0.127729	1.000000	0.356000	1.000000	0.033427	16196.929239
TIDAL	0.000000	0.000000	40.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.033427	0.000000
WAVE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.058246	0.000000
GEOTHERMAL	5250.370800	275.963880	30.000000	1.200000	1.200000	1.200000	0.000000	0.028533	1.000000	0.850000	0.850000	0.041639	29914.908000
IND_COGEN_GAS	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.844900	0.048263	0.000000
IND_COGEN_WOOD	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.844900	0.048263	0.000000
IND_COGEN_WASTE	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.844900	0.048263	0.000000
IND_BOILER_GAS	740.830228	14.871113	17.000000	7.436300	7.436300	7.436315	0.000000	0.650455	1.000000	0.660401	0.944300	0.067080	91.615216
IND_BOILER_WOOD	0.000000	0.000000	17.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.894600	0.067080	0.000000
IND_BOILER_OIL	0.000987	0.000021	17.000000	0.000000	0.000011	Infinity	0.000000	0.000000	1.000000	0.003329	0.944300	0.067080	0.000131
IND_BOILER_COAL	574.803765	11.517685	17.000000	2.950000	2.950000	2.950000	0.000000	0.349545	1.000000	0.894600	0.894600	0.067080	142.131000
IND_BOILER_WASTE	0.001131	0.000023	17.000000	0.000000	0.000006	Infinity	0.000000	0.000000	1.000000	0.003988	0.894600	0.067080	0.000168
IND_DIRECT_ELEC	0.000000	0.000000	15.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.944300	0.074944	0.000000
DHN_HP_ELEC	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.944300	0.048263	0.000000
DHN_COGEN_GAS	3230.509632	94.453296	25.000000	1.680000	1.680000	1.680000	0.000000	0.177619	1.000000	0.844900	0.844900	0.048263	824.678400
DHN_COGEN_WOOD	0.025452	0.000932	25.000000	0.000000	0.000015	Infinity	0.000000	0.000000	1.000000	0.016459	0.844900	0.048263	0.002540
DHN_COGEN_WASTE	73.502294	2.709678	25.000000	0.016350	0.016350	Infinity	0.000000	0.000778	1.000000	0.380157	0.844900	0.048263	10.591903
DHN_COGEN_WET_BIOMASS	0.000000	0.000000	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.745500	0.048263	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000000	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.844900	0.074944	0.000000
DHN_BOILER_GAS	0.000000	0.000000	17.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.944300	0.067080	0.000000
DHN_BOILER_WOOD	1142.119739	22.841623	17.000000	0.000000	5.850376	Infinity	0.000000	0.493936	1.000000	0.674703	0.894600	0.067080	168.900351
DHN_BOILER_OIL	0.000000	0.000000	17.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.944300	0.067080	0.000000
DHN_DEEP_GEO	6943.934085	260.171710	30.000000	3.050000	3.050000	3.050000	0.000000	0.322462	1.000000	0.844900	0.844900	0.041639	2466.718000
DHN_SOLAR	107.729157	0.127080	30.000000	0.000000	0.200000	0.200000	0.000000	0.005206	1.000000	0.208000	1.000000	0.041639	44.243982
DEC_HP_ELEC	3980.851828	166.297000	18.000000	3.000000	5.000000	5.000000	0.000000	0.054936	1.000000	0.489855	1.000000	0.063806	824.450000
DEC_THHP_GAS	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
